date,baseCurrencyName,baseCurrencyCode,baseCurrencyNum,quoteCurrencyName,quoteCurrencyCode,quoteCurrencyNum,tts,ttb,ttm
2025-01-06,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-07,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-08,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-09,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-10,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-14,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-15,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-16,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-17,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-20,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-21,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-22,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-23,Pakistan Rupee,PKR,586,Yen,JPY,392,0.72,0.42,0.57
2025-01-24,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-27,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-28,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-29,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-30,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
2025-01-31,Pakistan Rupee,PKR,586,Yen,JPY,392,0.71,0.41,0.56
