date,baseCurrencyName,baseCurrencyCode,baseCurrencyNum,quoteCurrencyName,quoteCurrencyCode,quoteCurrencyNum,tts,ttb,ttm
2025-02-03,Zloty,PLN,985,Yen,JPY,392,38.91,36.51,37.71
2025-02-04,Zloty,PLN,985,Yen,JPY,392,39.13,36.73,37.93
2025-02-05,Zloty,PLN,985,Yen,JPY,392,39.18,36.78,37.98
2025-02-06,Zloty,PLN,985,Yen,JPY,392,38.99,36.59,37.79
2025-02-07,Zloty,PLN,985,Yen,JPY,392,38.71,36.31,37.51
2025-02-10,Zloty,PLN,985,Yen,JPY,392,38.6,36.2,37.4
2025-02-12,Zloty,PLN,985,Yen,JPY,392,39.26,36.86,38.06
2025-02-13,Zloty,PLN,985,Yen,JPY,392,39.81,37.41,38.61
2025-02-14,Zloty,PLN,985,Yen,JPY,392,39.57,37.17,38.37
2025-02-17,Zloty,PLN,985,Yen,JPY,392,39.53,37.13,38.33
2025-02-18,Zloty,PLN,985,Yen,JPY,392,39.43,37.03,38.23
2025-02-19,Zloty,PLN,985,Yen,JPY,392,39.49,37.09,38.29
2025-02-20,Zloty,PLN,985,Yen,JPY,392,38.96,36.56,37.76
2025-02-21,Zloty,PLN,985,Yen,JPY,392,39.,36.6,37.8
2025-02-25,Zloty,PLN,985,Yen,JPY,392,39.16,36.76,37.96
2025-02-26,Zloty,PLN,985,Yen,JPY,392,39.04,36.64,37.84
2025-02-27,Zloty,PLN,985,Yen,JPY,392,39.02,36.62,37.82
2025-02-28,Zloty,PLN,985,Yen,JPY,392,38.6,36.2,37.4
