date,baseCurrencyName,baseCurrencyCode,baseCurrencyNum,quoteCurrencyName,quoteCurrencyCode,quoteCurrencyNum,tts,ttb,ttm
2025-02-03,Mexican Peso,MXN,484,Yen,JPY,392,8.33,6.33,7.33
2025-02-04,Mexican Peso,MXN,484,Yen,JPY,392,8.62,6.62,7.62
2025-02-05,Mexican Peso,MXN,484,Yen,JPY,392,8.52,6.52,7.52
2025-02-06,Mexican Peso,MXN,484,Yen,JPY,392,8.41,6.41,7.41
2025-02-07,Mexican Peso,MXN,484,Yen,JPY,392,8.39,6.39,7.39
2025-02-10,Mexican Peso,MXN,484,Yen,JPY,392,8.38,6.38,7.38
2025-02-12,Mexican Peso,MXN,484,Yen,JPY,392,8.46,6.46,7.46
2025-02-13,Mexican Peso,MXN,484,Yen,JPY,392,8.52,6.52,7.52
2025-02-14,Mexican Peso,MXN,484,Yen,JPY,392,8.49,6.49,7.49
2025-02-17,Mexican Peso,MXN,484,Yen,JPY,392,8.48,6.48,7.48
2025-02-18,Mexican Peso,MXN,484,Yen,JPY,392,8.46,6.46,7.46
2025-02-19,Mexican Peso,MXN,484,Yen,JPY,392,8.51,6.51,7.51
2025-02-20,Mexican Peso,MXN,484,Yen,JPY,392,8.39,6.39,7.39
2025-02-21,Mexican Peso,MXN,484,Yen,JPY,392,8.38,6.38,7.38
2025-02-25,Mexican Peso,MXN,484,Yen,JPY,392,8.33,6.33,7.33
2025-02-26,Mexican Peso,MXN,484,Yen,JPY,392,8.27,6.27,7.27
2025-02-27,Mexican Peso,MXN,484,Yen,JPY,392,8.32,6.32,7.32
2025-02-28,Mexican Peso,MXN,484,Yen,JPY,392,8.31,6.31,7.31
