date,providerCode,baseCurrencyCode,quoteCurrencyCode,ask,bid,mid
2024/06/03,MUFG,KWD,JPY,519.65,503.65,511.65
2024/06/04,MUFG,KWD,JPY,519.17,503.17,511.17
2024/06/05,MUFG,KWD,JPY,515.85,499.85,507.85
2024/06/06,MUFG,KWD,JPY,517.42,501.42,509.42
2024/06/07,MUFG,KWD,JPY,516.02,500.02,508.02
2024/06/10,MUFG,KWD,JPY,519.27,503.27,511.27
2024/06/11,MUFG,KWD,JPY,521.81,505.81,513.81
2024/06/12,MUFG,KWD,JPY,521.59,505.59,513.59
2024/06/13,MUFG,KWD,JPY,521.05,505.05,513.05
2024/06/14,MUFG,KWD,JPY,522.25,506.25,514.25
2024/06/17,MUFG,KWD,JPY,522.47,506.47,514.47
2024/06/18,MUFG,KWD,JPY,523.15,507.15,515.15
2024/06/19,MUFG,KWD,JPY,524.04,508.04,516.04
2024/06/20,MUFG,KWD,JPY,524.86,508.86,516.86
2024/06/21,MUFG,KWD,JPY,527.6,511.6,519.6
2024/06/24,MUFG,KWD,JPY,529.97,513.97,521.97
2024/06/25,MUFG,KWD,JPY,529.27,513.27,521.27
2024/06/26,MUFG,KWD,JPY,528.12,512.12,520.12
2024/06/27,MUFG,KWD,JPY,532.91,516.91,524.91
2024/06/28,MUFG,KWD,JPY,534.03,518.03,526.03
